frame,fss_sent_centric,fss_sent_centric_initial,sent_id,sentence,word
compatibility,0.126234506353,0.0666666666667,VID-292659,"Perhaps to fulfill a promise to his father or simply because he saw himself as 'dedicated to the liberal arts,' on 10 February 1702 Handel matriculated at the University of Halle.",fulfill
assistance,0.0318274945662,0.0666666666667,VID-292659,"Perhaps to fulfill a promise to his father or simply because he saw himself as 'dedicated to the liberal arts,' on 10 February 1702 Handel matriculated at the University of Halle.",fulfill
quantity,0.0,0.0,VID-292659,"Perhaps to fulfill a promise to his father or simply because he saw himself as 'dedicated to the liberal arts,' on 10 February 1702 Handel matriculated at the University of Halle.",fulfill
achieving_first,0.0786276721219,0.133333333333,VID-098448,"Other exotic baryons have been proposed, such as pentaquarks-baryons made of four quarks and one antiquark ('B' =  +  +  +  -  = 1), but their existence is not generally accepted.",proposed
none,0.0797490794571,0.0666666666667,VID-098448,"Other exotic baryons have been proposed, such as pentaquarks-baryons made of four quarks and one antiquark ('B' =  +  +  +  -  = 1), but their existence is not generally accepted.",proposed
eventive_cognizer_affecting,0.161440954733,0.133333333333,VID-098448,"Other exotic baryons have been proposed, such as pentaquarks-baryons made of four quarks and one antiquark ('B' =  +  +  +  -  = 1), but their existence is not generally accepted.",proposed
statement,0.44727567007,0.266666666667,VID-098448,"Other exotic baryons have been proposed, such as pentaquarks-baryons made of four quarks and one antiquark ('B' =  +  +  +  -  = 1), but their existence is not generally accepted.",proposed
text_creation,0.0294264043176,0.0666666666667,VID-098448,"Other exotic baryons have been proposed, such as pentaquarks-baryons made of four quarks and one antiquark ('B' =  +  +  +  -  = 1), but their existence is not generally accepted.",proposed
people,0.0173794066454,0.0666666666667,VID-098448,"Other exotic baryons have been proposed, such as pentaquarks-baryons made of four quarks and one antiquark ('B' =  +  +  +  -  = 1), but their existence is not generally accepted.",proposed
communication,0.338872648999,0.2,VID-098448,"Other exotic baryons have been proposed, such as pentaquarks-baryons made of four quarks and one antiquark ('B' =  +  +  +  -  = 1), but their existence is not generally accepted.",proposed
request,0.264348462716,0.133333333333,VID-098448,"Other exotic baryons have been proposed, such as pentaquarks-baryons made of four quarks and one antiquark ('B' =  +  +  +  -  = 1), but their existence is not generally accepted.",proposed
evidence,0.148410457225,0.0666666666667,VID-098448,"Other exotic baryons have been proposed, such as pentaquarks-baryons made of four quarks and one antiquark ('B' =  +  +  +  -  = 1), but their existence is not generally accepted.",proposed
purpose,0.134390073908,0.2,VID-098448,"Other exotic baryons have been proposed, such as pentaquarks-baryons made of four quarks and one antiquark ('B' =  +  +  +  -  = 1), but their existence is not generally accepted.",proposed
choosing,0.243732273977,0.2,VID-098448,"Other exotic baryons have been proposed, such as pentaquarks-baryons made of four quarks and one antiquark ('B' =  +  +  +  -  = 1), but their existence is not generally accepted.",proposed
cogitation,0.242386934506,0.2,VID-098448,"Other exotic baryons have been proposed, such as pentaquarks-baryons made of four quarks and one antiquark ('B' =  +  +  +  -  = 1), but their existence is not generally accepted.",proposed
cause_motion,0.0294264043176,0.0666666666667,VID-098448,"Other exotic baryons have been proposed, such as pentaquarks-baryons made of four quarks and one antiquark ('B' =  +  +  +  -  = 1), but their existence is not generally accepted.",proposed
none,0.0313158683417,0.0666666666667,VID-054274,"In the nearly two centuries that have followed, well over a thousand naturally occurring acetylenes have been discovered and reported.",occurring
condition_symptom_relation,0.0807744525455,0.133333333333,VID-054274,"In the nearly two centuries that have followed, well over a thousand naturally occurring acetylenes have been discovered and reported.",occurring
becoming,0.278315299438,0.2,VID-054274,"In the nearly two centuries that have followed, well over a thousand naturally occurring acetylenes have been discovered and reported.",occurring
eventive_affecting,0.0,0.0,VID-054274,"In the nearly two centuries that have followed, well over a thousand naturally occurring acetylenes have been discovered and reported.",occurring
circumscribed_existence,0.205403373527,0.2,VID-054274,"In the nearly two centuries that have followed, well over a thousand naturally occurring acetylenes have been discovered and reported.",occurring
event,0.444681575955,0.4,VID-054274,"In the nearly two centuries that have followed, well over a thousand naturally occurring acetylenes have been discovered and reported.",occurring
becoming_aware,0.140243970984,0.2,VID-054274,"In the nearly two centuries that have followed, well over a thousand naturally occurring acetylenes have been discovered and reported.",occurring
success_or_failure,0.672599436092,0.466666666667,VID-009972,Some smelters achieve approximately 12.8 kW:h/kg (46.1 MJ/kg).,achieve
accomplishment,0.330034727023,0.333333333333,VID-009972,Some smelters achieve approximately 12.8 kW:h/kg (46.1 MJ/kg).,achieve
successful_action,0.453797316552,0.466666666667,VID-009972,Some smelters achieve approximately 12.8 kW:h/kg (46.1 MJ/kg).,achieve
none,0.0291718073418,0.0666666666667,VID-009972,Some smelters achieve approximately 12.8 kW:h/kg (46.1 MJ/kg).,achieve
people,0.0520574216108,0.133333333333,VID-009972,Some smelters achieve approximately 12.8 kW:h/kg (46.1 MJ/kg).,achieve
control,0.0,0.0,VID-120606,Numbered from 100 a 255.,numbered
indicating,0.0406884402293,0.0666666666667,VID-120606,Numbered from 100 a 255.,numbered
employing,0.0,0.0,VID-120606,Numbered from 100 a 255.,numbered
supply,0.0,0.0,VID-120606,Numbered from 100 a 255.,numbered
adding_up,0.198345997879,0.133333333333,VID-120606,Numbered from 100 a 255.,numbered
people,0.0406884402293,0.0666666666667,VID-120606,Numbered from 100 a 255.,numbered
be_subset_of,0.0319977447675,0.0666666666667,VID-120606,Numbered from 100 a 255.,numbered
performers_and_roles,0.0,0.0,VID-120606,Numbered from 100 a 255.,numbered
quantity,0.266634827676,0.2,VID-120606,Numbered from 100 a 255.,numbered
cause_change,0.0319977447675,0.0666666666667,VID-120606,Numbered from 100 a 255.,numbered
leadership,0.0691951850519,0.133333333333,VID-120606,Numbered from 100 a 255.,numbered
amounting_to,0.385621947328,0.266666666667,VID-120606,Numbered from 100 a 255.,numbered
name_conferral,0.117875502655,0.0666666666667,VID-120606,Numbered from 100 a 255.,numbered
none,0.0285208608127,0.0666666666667,VID-120606,Numbered from 100 a 255.,numbered
commutative_process,0.0,0.0,VID-120606,Numbered from 100 a 255.,numbered
differentiation,0.280297881611,0.266666666667,VID-120606,Numbered from 100 a 255.,numbered
categorization,0.126068909695,0.0666666666667,VID-120606,Numbered from 100 a 255.,numbered
contingency,0.0737556250945,0.2,VID-120606,Numbered from 100 a 255.,numbered
cogitation,0.0979504652319,0.2,VID-120606,Numbered from 100 a 255.,numbered
gesture,0.0319977447675,0.0666666666667,VID-120606,Numbered from 100 a 255.,numbered
gizmo,0.0,0.0,VID-120606,Numbered from 100 a 255.,numbered
remembering_to_do,0.0335172687645,0.0666666666667,VID-208223,The device ID identifies a specific device from that manufacturer/vendor.,identifies
assessing,0.16904250783,0.0666666666667,VID-208223,The device ID identifies a specific device from that manufacturer/vendor.,identifies
being_named,0.0,0.0,VID-208223,The device ID identifies a specific device from that manufacturer/vendor.,identifies
remembering_information,0.0426206720719,0.0666666666667,VID-208223,The device ID identifies a specific device from that manufacturer/vendor.,identifies
referring_by_name,0.0,0.0,VID-208223,The device ID identifies a specific device from that manufacturer/vendor.,identifies
regard,0.166973752818,0.2,VID-208223,The device ID identifies a specific device from that manufacturer/vendor.,identifies
remembering_experience,0.0761379408365,0.133333333333,VID-208223,The device ID identifies a specific device from that manufacturer/vendor.,identifies
none,0.0,0.0,VID-208223,The device ID identifies a specific device from that manufacturer/vendor.,identifies
evoking,0.154332827527,0.2,VID-208223,The device ID identifies a specific device from that manufacturer/vendor.,identifies
relating_concepts,0.0,0.0,VID-208223,The device ID identifies a specific device from that manufacturer/vendor.,identifies
communicate_categorization,0.293223759972,0.133333333333,VID-208223,The device ID identifies a specific device from that manufacturer/vendor.,identifies
membership,0.123473230128,0.0666666666667,VID-208223,The device ID identifies a specific device from that manufacturer/vendor.,identifies
identicality,0.0298752729045,0.0666666666667,VID-208223,The device ID identifies a specific device from that manufacturer/vendor.,identifies
verification,0.377236178212,0.266666666667,VID-208223,The device ID identifies a specific device from that manufacturer/vendor.,identifies
state_of_entity,0.258370555974,0.333333333333,VID-208223,The device ID identifies a specific device from that manufacturer/vendor.,identifies
categorization,0.16904250783,0.0666666666667,VID-208223,The device ID identifies a specific device from that manufacturer/vendor.,identifies
differentiation,0.0964265617502,0.2,VID-208223,The device ID identifies a specific device from that manufacturer/vendor.,identifies
opinion,0.0,0.0,VID-208223,The device ID identifies a specific device from that manufacturer/vendor.,identifies
cogitation,0.0264640422923,0.0666666666667,VID-208223,The device ID identifies a specific device from that manufacturer/vendor.,identifies
indicating,0.120711084886,0.133333333333,VID-208223,The device ID identifies a specific device from that manufacturer/vendor.,identifies
impact,0.0771976293737,0.0666666666667,VID-108652,"The primary argument in favor of the B-1 was its large conventional weapon payload, and that its takeoff performance allowed it to operate with a credible bombload from a much wider variety of airfields.",operate
none,0.0,0.0,VID-108652,"The primary argument in favor of the B-1 was its large conventional weapon payload, and that its takeoff performance allowed it to operate with a credible bombload from a much wider variety of airfields.",operate
people,0.0306963444733,0.0666666666667,VID-108652,"The primary argument in favor of the B-1 was its large conventional weapon payload, and that its takeoff performance allowed it to operate with a credible bombload from a much wider variety of airfields.",operate
being_in_operation,0.568648832069,0.333333333333,VID-108652,"The primary argument in favor of the B-1 was its large conventional weapon payload, and that its takeoff performance allowed it to operate with a credible bombload from a much wider variety of airfields.",operate
resolve_problem,0.0306963444733,0.0666666666667,VID-108652,"The primary argument in favor of the B-1 was its large conventional weapon payload, and that its takeoff performance allowed it to operate with a credible bombload from a much wider variety of airfields.",operate
leadership,0.17905207168,0.133333333333,VID-108652,"The primary argument in favor of the B-1 was its large conventional weapon payload, and that its takeoff performance allowed it to operate with a credible bombload from a much wider variety of airfields.",operate
expertise,0.0,0.0,VID-108652,"The primary argument in favor of the B-1 was its large conventional weapon payload, and that its takeoff performance allowed it to operate with a credible bombload from a much wider variety of airfields.",operate
operating_a_system,0.515168201856,0.4,VID-108652,"The primary argument in favor of the B-1 was its large conventional weapon payload, and that its takeoff performance allowed it to operate with a credible bombload from a much wider variety of airfields.",operate
manipulation,0.228610761548,0.133333333333,VID-108652,"The primary argument in favor of the B-1 was its large conventional weapon payload, and that its takeoff performance allowed it to operate with a credible bombload from a much wider variety of airfields.",operate
eventive_affecting,0.0737954307568,0.0666666666667,VID-108652,"The primary argument in favor of the B-1 was its large conventional weapon payload, and that its takeoff performance allowed it to operate with a credible bombload from a much wider variety of airfields.",operate
using,0.193848906014,0.133333333333,VID-108652,"The primary argument in favor of the B-1 was its large conventional weapon payload, and that its takeoff performance allowed it to operate with a credible bombload from a much wider variety of airfields.",operate
education_teaching,0.0,0.0,VID-108652,"The primary argument in favor of the B-1 was its large conventional weapon payload, and that its takeoff performance allowed it to operate with a credible bombload from a much wider variety of airfields.",operate
cure,0.152776829946,0.333333333333,VID-108652,"The primary argument in favor of the B-1 was its large conventional weapon payload, and that its takeoff performance allowed it to operate with a credible bombload from a much wider variety of airfields.",operate
event,0.0390335752235,0.0666666666667,VID-108652,"The primary argument in favor of the B-1 was its large conventional weapon payload, and that its takeoff performance allowed it to operate with a credible bombload from a much wider variety of airfields.",operate
cause_motion,0.237172686801,0.2,VID-108652,"The primary argument in favor of the B-1 was its large conventional weapon payload, and that its takeoff performance allowed it to operate with a credible bombload from a much wider variety of airfields.",operate
gizmo,0.0356845599212,0.0666666666667,VID-108652,"The primary argument in favor of the B-1 was its large conventional weapon payload, and that its takeoff performance allowed it to operate with a credible bombload from a much wider variety of airfields.",operate
none,0.0257445354338,0.0666666666667,VID-291519,"Further climate changes caused the extinction of the Asian giraffes, while the African giraffes survived and radiated into several new species.",radiated
fluidic_motion,0.242220896905,0.133333333333,VID-291519,"Further climate changes caused the extinction of the Asian giraffes, while the African giraffes survived and radiated into several new species.",radiated
perception_active,0.0335765047815,0.0666666666667,VID-291519,"Further climate changes caused the extinction of the Asian giraffes, while the African giraffes survived and radiated into several new species.",radiated
performers_and_roles,0.046366359156,0.133333333333,VID-291519,"Further climate changes caused the extinction of the Asian giraffes, while the African giraffes survived and radiated into several new species.",radiated
emanating,0.196957643806,0.133333333333,VID-291519,"Further climate changes caused the extinction of the Asian giraffes, while the African giraffes survived and radiated into several new species.",radiated
light_movement,0.225519864562,0.266666666667,VID-291519,"Further climate changes caused the extinction of the Asian giraffes, while the African giraffes survived and radiated into several new species.",radiated
location_of_light,0.147712285376,0.133333333333,VID-291519,"Further climate changes caused the extinction of the Asian giraffes, while the African giraffes survived and radiated into several new species.",radiated
state_of_entity,0.189268755741,0.133333333333,VID-291519,"Further climate changes caused the extinction of the Asian giraffes, while the African giraffes survived and radiated into several new species.",radiated
cause_change,0.257535771523,0.2,VID-291519,"Further climate changes caused the extinction of the Asian giraffes, while the African giraffes survived and radiated into several new species.",radiated
feeling,0.0537861271907,0.133333333333,VID-291519,"Further climate changes caused the extinction of the Asian giraffes, while the African giraffes survived and radiated into several new species.",radiated
part_whole,0.0,0.0,VID-055921,"Grandmaster (GM) Raymond Keene writes that Nimzowitsch 'was one of the world's leading grandmasters for a period extending over a quarter of a century, and for some of that time he was the obvious challenger for the world championship.",extending
none,0.0293272192069,0.0666666666667,VID-055921,"Grandmaster (GM) Raymond Keene writes that Nimzowitsch 'was one of the world's leading grandmasters for a period extending over a quarter of a century, and for some of that time he was the obvious challenger for the world championship.",extending
offering,0.0,0.0,VID-055921,"Grandmaster (GM) Raymond Keene writes that Nimzowitsch 'was one of the world's leading grandmasters for a period extending over a quarter of a century, and for some of that time he was the obvious challenger for the world championship.",extending
defending,0.0902147661939,0.2,VID-055921,"Grandmaster (GM) Raymond Keene writes that Nimzowitsch 'was one of the world's leading grandmasters for a period extending over a quarter of a century, and for some of that time he was the obvious challenger for the world championship.",extending
supply,0.0329024036506,0.0666666666667,VID-055921,"Grandmaster (GM) Raymond Keene writes that Nimzowitsch 'was one of the world's leading grandmasters for a period extending over a quarter of a century, and for some of that time he was the obvious challenger for the world championship.",extending
communication,0.0329024036506,0.0666666666667,VID-055921,"Grandmaster (GM) Raymond Keene writes that Nimzowitsch 'was one of the world's leading grandmasters for a period extending over a quarter of a century, and for some of that time he was the obvious challenger for the world championship.",extending
travel,0.125516912297,0.0666666666667,VID-055921,"Grandmaster (GM) Raymond Keene writes that Nimzowitsch 'was one of the world's leading grandmasters for a period extending over a quarter of a century, and for some of that time he was the obvious challenger for the world championship.",extending
performers_and_roles,0.041838807518,0.0666666666667,VID-055921,"Grandmaster (GM) Raymond Keene writes that Nimzowitsch 'was one of the world's leading grandmasters for a period extending over a quarter of a century, and for some of that time he was the obvious challenger for the world championship.",extending
cause_change,0.0329024036506,0.0666666666667,VID-055921,"Grandmaster (GM) Raymond Keene writes that Nimzowitsch 'was one of the world's leading grandmasters for a period extending over a quarter of a century, and for some of that time he was the obvious challenger for the world championship.",extending
change_event_duration,0.505408600091,0.4,VID-055921,"Grandmaster (GM) Raymond Keene writes that Nimzowitsch 'was one of the world's leading grandmasters for a period extending over a quarter of a century, and for some of that time he was the obvious challenger for the world championship.",extending
reshaping,0.212378807312,0.133333333333,VID-055921,"Grandmaster (GM) Raymond Keene writes that Nimzowitsch 'was one of the world's leading grandmasters for a period extending over a quarter of a century, and for some of that time he was the obvious challenger for the world championship.",extending
protecting,0.0,0.0,VID-055921,"Grandmaster (GM) Raymond Keene writes that Nimzowitsch 'was one of the world's leading grandmasters for a period extending over a quarter of a century, and for some of that time he was the obvious challenger for the world championship.",extending
differentiation,0.0,0.0,VID-055921,"Grandmaster (GM) Raymond Keene writes that Nimzowitsch 'was one of the world's leading grandmasters for a period extending over a quarter of a century, and for some of that time he was the obvious challenger for the world championship.",extending
body_movement,0.0,0.0,VID-055921,"Grandmaster (GM) Raymond Keene writes that Nimzowitsch 'was one of the world's leading grandmasters for a period extending over a quarter of a century, and for some of that time he was the obvious challenger for the world championship.",extending
quantity,0.041838807518,0.0666666666667,VID-055921,"Grandmaster (GM) Raymond Keene writes that Nimzowitsch 'was one of the world's leading grandmasters for a period extending over a quarter of a century, and for some of that time he was the obvious challenger for the world championship.",extending
cause_expansion,0.40902319957,0.333333333333,VID-055921,"Grandmaster (GM) Raymond Keene writes that Nimzowitsch 'was one of the world's leading grandmasters for a period extending over a quarter of a century, and for some of that time he was the obvious challenger for the world championship.",extending
dimension,0.112990319157,0.2,VID-055921,"Grandmaster (GM) Raymond Keene writes that Nimzowitsch 'was one of the world's leading grandmasters for a period extending over a quarter of a century, and for some of that time he was the obvious challenger for the world championship.",extending
gesture,0.041838807518,0.0666666666667,VID-055921,"Grandmaster (GM) Raymond Keene writes that Nimzowitsch 'was one of the world's leading grandmasters for a period extending over a quarter of a century, and for some of that time he was the obvious challenger for the world championship.",extending
undergo_change,0.30030820334,0.2,VID-055921,"Grandmaster (GM) Raymond Keene writes that Nimzowitsch 'was one of the world's leading grandmasters for a period extending over a quarter of a century, and for some of that time he was the obvious challenger for the world championship.",extending
none,0.0283669731517,0.0666666666667,VID-258064,"Basic principles, such as knowing to use an adhesive bandage or applying direct pressure on a bleed, are often acquired passively through life experiences.",applying
employing,0.0,0.0,VID-258064,"Basic principles, such as knowing to use an adhesive bandage or applying direct pressure on a bleed, are often acquired passively through life experiences.",applying
intoxicants,0.0404689009616,0.0666666666667,VID-258064,"Basic principles, such as knowing to use an adhesive bandage or applying direct pressure on a bleed, are often acquired passively through life experiences.",applying
people,0.0318250971699,0.0666666666667,VID-258064,"Basic principles, such as knowing to use an adhesive bandage or applying direct pressure on a bleed, are often acquired passively through life experiences.",applying
enforcing,0.0,0.0,VID-258064,"Basic principles, such as knowing to use an adhesive bandage or applying direct pressure on a bleed, are often acquired passively through life experiences.",applying
request,0.167457815398,0.133333333333,VID-258064,"Basic principles, such as knowing to use an adhesive bandage or applying direct pressure on a bleed, are often acquired passively through life experiences.",applying
causation,0.101636968243,0.133333333333,VID-258064,"Basic principles, such as knowing to use an adhesive bandage or applying direct pressure on a bleed, are often acquired passively through life experiences.",applying
subordinates_and_superiors,0.0404689009616,0.0666666666667,VID-258064,"Basic principles, such as knowing to use an adhesive bandage or applying direct pressure on a bleed, are often acquired passively through life experiences.",applying
commitment,0.0,0.0,VID-258064,"Basic principles, such as knowing to use an adhesive bandage or applying direct pressure on a bleed, are often acquired passively through life experiences.",applying
abounding_with,0.15770839247,0.133333333333,VID-258064,"Basic principles, such as knowing to use an adhesive bandage or applying direct pressure on a bleed, are often acquired passively through life experiences.",applying
topic,0.0,0.0,VID-258064,"Basic principles, such as knowing to use an adhesive bandage or applying direct pressure on a bleed, are often acquired passively through life experiences.",applying
filling,0.139598584744,0.266666666667,VID-258064,"Basic principles, such as knowing to use an adhesive bandage or applying direct pressure on a bleed, are often acquired passively through life experiences.",applying
cure,0.0,0.0,VID-258064,"Basic principles, such as knowing to use an adhesive bandage or applying direct pressure on a bleed, are often acquired passively through life experiences.",applying
differentiation,0.0407879099046,0.133333333333,VID-258064,"Basic principles, such as knowing to use an adhesive bandage or applying direct pressure on a bleed, are often acquired passively through life experiences.",applying
using,0.571264453311,0.333333333333,VID-258064,"Basic principles, such as knowing to use an adhesive bandage or applying direct pressure on a bleed, are often acquired passively through life experiences.",applying
intentionally_affect,0.0,0.0,VID-258064,"Basic principles, such as knowing to use an adhesive bandage or applying direct pressure on a bleed, are often acquired passively through life experiences.",applying
cause_motion,0.0,0.0,VID-258064,"Basic principles, such as knowing to use an adhesive bandage or applying direct pressure on a bleed, are often acquired passively through life experiences.",applying
gizmo,0.0404689009616,0.0666666666667,VID-258064,"Basic principles, such as knowing to use an adhesive bandage or applying direct pressure on a bleed, are often acquired passively through life experiences.",applying
locative_relation,0.030823940423,0.0666666666667,VID-166253,"While the system was quite popular, selling 500,000 units over two years, Coleco hedged its bet on video games by introducing a line of ROM cartridges for the Atari 2600 and Intellivision.",hedged
people,0.0750287171234,0.133333333333,VID-166253,"While the system was quite popular, selling 500,000 units over two years, Coleco hedged its bet on video games by introducing a line of ROM cartridges for the Atari 2600 and Intellivision.",hedged
avoiding,0.184222256095,0.2,VID-166253,"While the system was quite popular, selling 500,000 units over two years, Coleco hedged its bet on video games by introducing a line of ROM cartridges for the Atari 2600 and Intellivision.",hedged
people_by_morality,0.013649349561,0.0666666666667,VID-166253,"While the system was quite popular, selling 500,000 units over two years, Coleco hedged its bet on video games by introducing a line of ROM cartridges for the Atari 2600 and Intellivision.",hedged
none,0.234005257867,0.2,VID-166253,"While the system was quite popular, selling 500,000 units over two years, Coleco hedged its bet on video games by introducing a line of ROM cartridges for the Atari 2600 and Intellivision.",hedged
path_shape,0.157277091914,0.133333333333,VID-166253,"While the system was quite popular, selling 500,000 units over two years, Coleco hedged its bet on video games by introducing a line of ROM cartridges for the Atari 2600 and Intellivision.",hedged
cause_change,0.369116769618,0.2,VID-166253,"While the system was quite popular, selling 500,000 units over two years, Coleco hedged its bet on video games by introducing a line of ROM cartridges for the Atari 2600 and Intellivision.",hedged
body_movement,0.0984396634256,0.133333333333,VID-166253,"While the system was quite popular, selling 500,000 units over two years, Coleco hedged its bet on video games by introducing a line of ROM cartridges for the Atari 2600 and Intellivision.",hedged
dodging,0.0647338129729,0.133333333333,VID-166253,"While the system was quite popular, selling 500,000 units over two years, Coleco hedged its bet on video games by introducing a line of ROM cartridges for the Atari 2600 and Intellivision.",hedged
none,0.0310378619939,0.0714285714286,VID-070016,"However, also due to its location, it is currently becoming known in the global arena for attracting many drug trafficking entities in North America.",attracting
experiencer_obj,0.0907213182382,0.214285714286,VID-070016,"However, also due to its location, it is currently becoming known in the global arena for attracting many drug trafficking entities in North America.",attracting
people,0.0442792453172,0.0714285714286,VID-070016,"However, also due to its location, it is currently becoming known in the global arena for attracting many drug trafficking entities in North America.",attracting
transfer,0.0442792453172,0.0714285714286,VID-070016,"However, also due to its location, it is currently becoming known in the global arena for attracting many drug trafficking entities in North America.",attracting
request,0.0,0.0,VID-070016,"However, also due to its location, it is currently becoming known in the global arena for attracting many drug trafficking entities in North America.",attracting
subjective_influence,0.57105131151,0.5,VID-070016,"However, also due to its location, it is currently becoming known in the global arena for attracting many drug trafficking entities in North America.",attracting
manipulation,0.0,0.0,VID-070016,"However, also due to its location, it is currently becoming known in the global arena for attracting many drug trafficking entities in North America.",attracting
differentiation,0.124336623365,0.214285714286,VID-070016,"However, also due to its location, it is currently becoming known in the global arena for attracting many drug trafficking entities in North America.",attracting
appeal,0.433775386993,0.214285714286,VID-070016,"However, also due to its location, it is currently becoming known in the global arena for attracting many drug trafficking entities in North America.",attracting
event,0.0,0.0,VID-070016,"However, also due to its location, it is currently becoming known in the global arena for attracting many drug trafficking entities in North America.",attracting
cause_motion,0.175620756534,0.0714285714286,VID-070016,"However, also due to its location, it is currently becoming known in the global arena for attracting many drug trafficking entities in North America.",attracting
