,output.FrameType,aqs,aqs_initial
change_tool,12748,0.121704111117,0.118223443223
chaos,12748,1e-08,1e-08
chatting,12748,0.859022514894,0.785714285714
chemical-sense_description,12748,1e-08,1e-08
choosing,12748,0.72598312388,0.613186217797
circumscribed_existence,12748,0.0956843785001,0.0714285714286
claim_ownership,12748,1e-08,1e-08
clarity_of_resolution,12748,1e-08,1e-08
clemency,12748,1e-08,1e-08
closure,12748,0.324417913753,0.268736017897
clothing,12748,0.116067365754,0.147058823529
clothing_parts,12748,1e-08,1e-08
cogitation,12748,0.0804250581581,0.0942391893874
coincidence,12748,1e-08,1e-08
collaboration,12748,0.494838724047,0.410416666667
colonization,12748,0.329724011398,0.326219512195
color,12748,1e-08,1e-08
color_qualities,12748,1e-08,1e-08
come_down_with,12748,1e-08,1e-08
come_into_effect,12748,1e-08,1e-08
come_together,12748,0.347138205506,0.327641276774
coming_to_be,12748,0.295249853658,0.256042808332
coming_to_believe,12748,0.20752923843,0.1976861167
coming_up_with,12748,0.185522253486,0.170234098907
commemorative,12748,1e-08,1e-08
commerce_scenario,12748,0.137459398404,0.142857142857
commitment,12748,0.433374403732,0.324761014722
committing_crime,12748,0.163688944722,0.145569620253
commonality,12748,1e-08,1e-08
communicate_categorization,12748,0.306196584451,0.273545415937
communication,12748,0.309709764732,0.246919218155
communication_manner,12748,0.225637468899,0.198018867925
communication_means,12748,1e-08,1e-08
communication_noise,12748,1e-08,1e-08
communication_response,12748,1e-08,1e-08
commutation,12748,1e-08,1e-08
commutative_process,12748,0.168221495755,0.130316949931
commutative_statement,12748,1e-08,1e-08
compatibility,12748,0.256199273037,0.242869055064
competition,12748,1e-08,1e-08
complaining,12748,0.0576917548078,0.0526315789474
completeness,12748,1e-08,1e-08
compliance,12748,0.326450567727,0.285714285714
concessive,12748,1e-08,1e-08
condition_symptom_relation,12748,1e-08,1e-08
conduct,12748,0.148743410031,0.152022315202
conferring_benefit,12748,1e-08,1e-08
confronting_problem,12748,0.515095865937,0.424623115578
connecting_architecture,12748,0.0830574964938,0.0714285714286
connectors,12748,0.400900632669,0.358294209703
conquering,12748,0.587948846072,0.517647058824
contacting,12748,0.0888360469301,0.0842369477912
containers,12748,0.0561408223086,0.142857142857
containing,12748,0.67026875348,0.530583070414
contingency,12748,0.23398681423,0.201318565401
continued_state_of_affairs,12748,1e-08,1e-08
contrition,12748,0.452291491486,0.371212121212
control,12748,0.701377291303,0.535355147646
controller_object,12748,1e-08,1e-08
convey_importance,12748,0.161137410376,0.142857142857
cooking_creation,12748,1e-08,1e-08
correctness,12748,1e-08,1e-08
corroding,12748,1e-08,1e-08
corroding_caused,12748,0.542435292694,0.464143426295
cotheme,12748,0.315353150077,0.285714285714
court_examination,12748,0.138796071442,0.0947368421053
craft,12748,0.685740095021,0.6
create_physical_artwork,12748,0.131508279344,0.126054692434
create_representation,12748,0.322508289179,0.3
creating,12748,0.701910415776,0.556660720749
criminal_investigation,12748,0.572975659256,0.452898550725
cure,12748,0.368588054975,0.299933862434
custom,12748,1e-08,1e-08
cutting,12748,0.369870189868,0.327602674308
damaging,12748,0.653776518373,0.624317738791
daring,12748,0.0746312068279,0.0714285714286
death,12748,1e-08,1e-08
deciding,12748,0.490525173396,0.435185185185
defending,12748,0.434661267293,0.324865748814
degree,12748,1e-08,1e-08
delimitation_of_diversity,12748,0.243906261684,0.212765957447
delivery,12748,0.731996935041,0.631474103586
deny_or_grant_permission,12748,0.570272618664,0.453378436281
departing,12748,0.316418581254,0.2825017507
deserving,12748,0.140935357246,0.102564102564
desirability,12748,1e-08,1e-08
desirable_event,12748,1e-08,1e-08
desiring,12748,0.644922498928,0.509202453988
destiny,12748,1e-08,1e-08
destroying,12748,0.774537352973,0.725288600289
detaching,12748,1e-08,1e-08
detaining,12748,0.110602733005,0.131692913386
detonate_explosive,12748,1e-08,1e-08
differentiation,12748,0.314535596636,0.240339458045
difficulty,12748,1e-08,1e-08
dimension,12748,0.405392730697,0.369155354449
direction,12748,1e-08,1e-08
discussion,12748,0.217531757887,0.243243243243
disgraceful_situation,12748,1e-08,1e-08
dispersal,12748,1e-08,1e-08
distinctiveness,12748,0.295991686494,0.288110403397
distributed_position,12748,1e-08,1e-08
diversity,12748,0.589837929768,0.481612021858
documents,12748,1e-08,1e-08
dodging,12748,0.212492594286,0.181208053691
domain,12748,0.0234773051054,0.0744680851064
dominate_competitor,12748,0.620667531612,0.526904262753
dominate_situation,12748,0.58424029416,0.553815261044
dough_rising,12748,1e-08,1e-08
dressing,12748,0.0212411720577,0.0611111111111
dunking,12748,1e-08,1e-08
duplication,12748,1e-08,1e-08
duration_description,12748,1e-08,1e-08
duration_relation,12748,1e-08,1e-08
earnings_and_losses,12748,0.342489112953,0.280994492126
eclipse,12748,0.00867314307309,0.0202702702703
economy,12748,1e-08,1e-08
education_teaching,12748,0.583036607966,0.504254488681
electricity,12748,1e-08,1e-08
elusive_goal,12748,0.709507058735,0.548245614035
emanating,12748,0.281195852454,0.212643678161
emitting,12748,0.875694968057,0.787900188324
emotion_active,12748,0.111075452779,0.142857142857
emotion_directed,12748,0.354518417053,0.327430555556
emotions_by_stimulus,12748,1e-08,1e-08
emotions_of_mental_activity,12748,0.501515420947,0.428571428571
emotions_success_or_failure,12748,1e-08,1e-08
emphasizing,12748,0.387595940531,0.325431034483
employing,12748,0.307968708149,0.256664840429
emptying,12748,0.304505860495,0.30231016731
encoding,12748,0.00330295357718,0.0178571428571
encounter,12748,0.0546466646154,0.0388888888889
endangering,12748,0.552278691443,0.47256097561
endeavor_failure,12748,1e-08,1e-08
enforcing,12748,0.0515215111648,0.0564516129032
entity,12748,1e-08,1e-08
erasing,12748,1e-08,1e-08
escaping,12748,0.407517828965,0.332911392405
estimated_value,12748,1e-08,1e-08
estimating,12748,0.112574104985,0.0963855421687
evading,12748,0.193790526078,0.22380952381
evaluative_comparison,12748,0.0785341920901,0.115740740741
event,12748,0.406976718821,0.320023687005
eventive_affecting,12748,0.22311523988,0.193392965172
eventive_cognizer_affecting,12748,0.105857215473,0.100986500519
evidence,12748,0.0689235700051,0.0734963474723
evoking,12748,0.377922287912,0.375
examination,12748,1e-08,1e-08
exchange,12748,0.541727700069,0.444444444444
exchange_currency,12748,0.245255513012,0.241935483871
exclude_member,12748,0.45932601835,0.5
excreting,12748,1e-08,1e-08
execute_plan,12748,0.20665261628,0.203371925693
exemplar,12748,0.295875526402,0.239285714286
exercising,12748,0.341204913226,0.357142857143
existence,12748,0.65067252275,0.56286978643
expansion,12748,0.555041918914,0.504526091587
expectation,12748,0.372813372935,0.323315221493
expend_resource,12748,1e-08,1e-08
expensiveness,12748,0.640510393637,0.497282608696
experiencer_focus,12748,0.18021835793,0.157068741894
experiencer_obj,12748,0.0706898136284,0.0834615499556
experimentation,12748,1e-08,1e-08
expertise,12748,0.202120088151,0.147675962815
explaining_the_facts,12748,0.334519781019,0.295031957384
explosion,12748,1e-08,1e-08
exporting,12748,1e-08,1e-08
expressing_publicly,12748,0.376055521037,0.33043120442
extreme_point,12748,1e-08,1e-08
extreme_value,12748,1e-08,1e-08
facial_expression,12748,1e-08,1e-08
fairness_evaluation,12748,1e-08,1e-08
fall_for,12748,1e-08,1e-08
familiarity,12748,1e-08,1e-08
fastener,12748,1e-08,1e-08
fear,12748,1e-08,1e-08
feeling,12748,0.492933220894,0.393297702773
feigning,12748,1e-08,1e-08
fields,12748,0.00568068527062,0.0392156862745
filling,12748,0.347134756109,0.298065395796
fining,12748,1e-08,1e-08
finish_competition,12748,0.232604345059,0.206838185511
finish_game,12748,0.244726515174,0.206917808219
fire_burning,12748,1e-08,1e-08
firing,12748,1e-08,1e-08
first_experience,12748,1e-08,1e-08
first_rank,12748,0.0173501785744,0.0365853658537
fleeing,12748,0.693919679113,0.6
fluidic_motion,12748,0.283071616137,0.225201845444
food,12748,0.561741404573,0.471568627451
food_gathering,12748,1e-08,1e-08
forging,12748,1e-08,1e-08
forgiveness,12748,1e-08,1e-08
forgoing,12748,0.121999888159,0.134259259259
forming_relationships,12748,0.254466024874,0.202127659574
fragmentation_scenario,12748,1e-08,1e-08
freeing_from_confinement,12748,1e-08,1e-08
frequency,12748,0.320652330508,0.261627906977
friction,12748,1e-08,1e-08
frugality,12748,0.384078140739,0.41
fullness,12748,0.298154678028,0.285714285714
gathering_up,12748,0.530136469179,0.50058685446
gesture,12748,0.0407607136787,0.0376068376068
getting,12748,0.591678870206,0.463576560858
getting_triggered,12748,1e-08,1e-08
getting_underway,12748,1e-08,1e-08
getting_up,12748,0.180273448843,0.16814159292
getting_vehicle_underway,12748,0.0255329073783,0.0571428571429
give_impression,12748,0.0779668606356,0.142857142857
giving,12748,1e-08,1e-08
giving_birth,12748,0.193636215653,0.137557077626
giving_in,12748,0.392025144852,0.353846153846
gizmo,12748,0.0609442262752,0.0726895974421
going_back_on_a_commitment,12748,0.250183177615,0.237812041116
graph_shape,12748,1e-08,1e-08
grasp,12748,0.0594261754185,0.0769980506823
grinding,12748,0.0765169737957,0.116071428571
grooming,12748,1e-08,1e-08
ground_up,12748,1e-08,1e-08
growing_food,12748,0.425374121508,0.36880952381
guest_and_host,12748,1e-08,1e-08
guilt_or_innocence,12748,0.408850625105,0.423728813559
hair_configuration,12748,1e-08,1e-08
halt,12748,1e-08,1e-08
have_as_requirement,12748,0.406730246786,0.334832134293
have_as_translation_equivalent,12748,1e-08,1e-08
have_associated,12748,0.41274128054,0.343231611894
having_or_lacking_access,12748,1e-08,1e-08
hearsay,12748,0.756617479894,0.603225806452
heat_potential,12748,1e-08,1e-08
heralding,12748,0.103789903492,0.099173553719
hiding_objects,12748,0.332037372562,0.28313253012
hindering,12748,0.371374648414,0.311621475786
hiring,12748,0.206496053738,0.18503733446
historic_event,12748,1e-08,1e-08
history,12748,1e-08,1e-08
hit_or_miss,12748,1e-08,1e-08
hit_target,12748,1e-08,1e-08
holding_off_on,12748,0.533856728254,0.425742574257
hostile_encounter,12748,0.52867358615,0.417721518987
hunting,12748,0.666522785676,0.571428571429
hunting_success_or_failure,12748,0.394988307781,0.346828609987
identicality,12748,0.263532100304,0.270058339362
idiosyncrasy,12748,1e-08,1e-08
imitating,12748,0.598934230213,0.478054567023
immobilization,12748,0.344768022223,0.260504201681
impact,12748,0.108458560914,0.100042328042
importance,12748,0.0846658066944,0.106060606061
importing,12748,1e-08,1e-08
imposing_obligation,12748,0.513577776091,0.472860502226
impression,12748,1e-08,1e-08
imprisonment,12748,1e-08,1e-08
improvement_or_decline,12748,1e-08,1e-08
inclination,12748,0.269355751173,0.221841704718
inclusion,12748,0.709179140909,0.615734212471
increment,12748,1e-08,1e-08
indicating,12748,0.182134279238,0.178494397759
indigenous_origin,12748,1e-08,1e-08
individual_history,12748,1e-08,1e-08
infecting,12748,1e-08,1e-08
information,12748,0.368087906795,0.31003197442
infrastructure,12748,1e-08,1e-08
ingest_substance,12748,1e-08,1e-08
ingestion,12748,0.685061837976,0.547018348624
ingredients,12748,0.0562773358954,0.0573770491803
inherent_purpose,12748,1e-08,1e-08
inhibit_movement,12748,0.439293403316,0.36532369146
installing,12748,0.923139764424,0.838862559242
instance,12748,1e-08,1e-08
institutionalization,12748,0.0134144482236,0.0222222222222
intentionally_act,12748,0.650388989349,0.532661474772
intentionally_affect,12748,0.309536963326,0.286346300534
intentionally_create,12748,0.356988794869,0.280065689472
intercepting,12748,1e-08,1e-08
intoxicants,12748,1e-08,1e-08
intoxication,12748,1e-08,1e-08
invading,12748,0.504153133778,0.422647527911
judgment,12748,0.296502150232,0.25375
judgment_communication,12748,0.392181677962,0.312816431373
judgment_direct_address,12748,1e-08,1e-08
judicial_body,12748,1e-08,1e-08
just_found_out,12748,1e-08,1e-08
justifying,12748,0.792708791553,0.734496124031
kidnapping,12748,0.9404049909,0.797839506173
killing,12748,0.5107418174,0.476
kinship,12748,0.168303749101,0.107142857143
knot_creation,12748,1e-08,1e-08
labeling,12748,0.408364342323,0.368229166667
labor_product,12748,0.053325809224,0.0766516516517
launch_process,12748,1e-08,1e-08
leadership,12748,0.219182075583,0.220277999198
leaving_traces,12748,1e-08,1e-08
left_to_do,12748,0.378263647638,0.370592726865
legal_rulings,12748,1e-08,1e-08
legality,12748,1e-08,1e-08
lending,12748,1e-08,1e-08
level_of_force_exertion,12748,1e-08,1e-08
light_movement,12748,0.577014659836,0.52037037037
likelihood,12748,0.567063792682,0.455955955956
limitation,12748,1e-08,1e-08
limiting,12748,1e-08,1e-08
linguistic_meaning,12748,0.249079998132,0.171428571429
locale,12748,0.150856569683,0.171428571429
locale_by_event,12748,0.231101802782,0.175130890052
locale_by_use,12748,0.107752791904,0.0789473684211
locating,12748,0.483828777808,0.447154471545
location_of_light,12748,0.165580801913,0.142857142857
locative_relation,12748,0.0768244212918,0.0766488413547
losing,12748,0.698653976049,0.603381378094
losing_someone,12748,0.470640785145,0.426093951094
losing_track_of_perceiver,12748,0.295643121591,0.291698098381
losing_track_of_theme,12748,0.313143418678,0.308658008658
make_acquaintance,12748,1e-08,1e-08
make_agreement_on_action,12748,0.133572590034,0.142174432497
make_cognitive_connection,12748,0.389941959099,0.332535885167
make_compromise,12748,1e-08,1e-08
make_noise,12748,1e-08,1e-08
making_arrangements,12748,1e-08,1e-08
making_faces,12748,1e-08,1e-08
manipulate_into_doing,12748,1e-08,1e-08
manipulation,12748,0.35220686605,0.277574673819
manufacturing,12748,0.131688057475,0.108009665691
mass_motion,12748,1e-08,1e-08
mathematical_relationship,12748,1e-08,1e-08
means,12748,1e-08,1e-08
measurable_attributes,12748,0.164599428382,0.198113207547
measure_area,12748,1e-08,1e-08
measure_by_action,12748,1e-08,1e-08
measure_duration,12748,1e-08,1e-08
measure_linear_extent,12748,0.0817411914694,0.0714285714286
measure_mass,12748,1e-08,1e-08
measure_volume,12748,0.0433002618195,0.0401606425703
medical_conditions,12748,0.329467711191,0.253968253968
medical_intervention,12748,1e-08,1e-08
medium,12748,1e-08,1e-08
meet_specifications,12748,0.124716050349,0.152852049911
meet_with_response,12748,0.106652267178,0.0666666666667
membership,12748,0.492413980494,0.399899295065
memorization,12748,0.143332104194,0.123983739837
memory,12748,0.307621626986,0.357142857143
mental_property,12748,1e-08,1e-08
mental_stimulus_exp_focus,12748,1e-08,1e-08
mental_stimulus_stimulus_focus,12748,1e-08,1e-08
mention,12748,1e-08,1e-08
military_operation,12748,1e-08,1e-08
misdeed,12748,0.381751628604,0.354166666667
money,12748,0.245304497451,0.214285714286
morality_evaluation,12748,1e-08,1e-08
motion_directional,12748,0.344514084783,0.236868686869
motion_noise,12748,1e-08,1e-08
moving_in_place,12748,1e-08,1e-08
name_conferral,12748,0.289907566489,0.288300835655
namesake,12748,1e-08,1e-08
natural_features,12748,0.555041472369,0.5
needing,12748,0.363442542606,0.310142295243
network,12748,1e-08,1e-08
noise_makers,12748,0.571064724185,0.460199004975
non-gradable_proximity,12748,1e-08,1e-08
none,12748,0.124313445385,0.115764643263
notification_of_charges,12748,1e-08,1e-08
nuclear_process,12748,1e-08,1e-08
objective_influence,12748,0.210758677548,0.204047862592
obviousness,12748,0.148742321825,0.157342657343
occupy_rank,12748,0.0745879729789,0.069033530572
offenses,12748,1e-08,1e-08
offering,12748,0.108614784479,0.105
omen,12748,0.0312809660437,0.0381619937695
ontogeny,12748,1e-08,1e-08
operate_vehicle,12748,0.285953981681,0.243243243243
operating_a_system,12748,0.442959747668,0.396116970278
operational_testing,12748,1e-08,1e-08
opinion,12748,0.229763837772,0.200076757283
opportunity,12748,1e-08,1e-08
optical_image,12748,0.0455073573251,0.0714285714286
ordinal_numbers,12748,1e-08,1e-08
organization,12748,1e-08,1e-08
origin,12748,0.568829028889,0.472644454123
others_situation_as_stimulus,12748,0.186370604172,0.238095238095
out_of_existence,12748,1e-08,1e-08
pardon,12748,1e-08,1e-08
part_edge,12748,1e-08,1e-08
part_inner_outer,12748,0.0742326039964,0.0806451612903
part_ordered_segments,12748,1e-08,1e-08
part_orientational,12748,0.0838323302938,0.093137254902
part_piece,12748,0.312265361211,0.299270072993
part_whole,12748,0.0574092916389,0.0606660496366
participation,12748,1e-08,1e-08
partitive,12748,1e-08,1e-08
passing_off,12748,1e-08,1e-08
path_shape,12748,0.0662402547401,0.0620477873128
path_traveled,12748,1e-08,1e-08
pattern,12748,0.132340571144,0.211180124224
people,12748,0.0278530985416,0.042911055351
people_by_jurisdiction,12748,1e-08,1e-08
people_by_morality,12748,0.0327375952018,0.0721611721612
people_by_religion,12748,1e-08,1e-08
people_by_residence,12748,1e-08,1e-08
people_by_vocation,12748,1e-08,1e-08
perception_active,12748,0.076359518176,0.0662152133581
perception_experience,12748,0.278147891634,0.282810164425
performers_and_roles,12748,0.401896799313,0.275419346229
personal_relationship,12748,1e-08,1e-08
personal_success,12748,1e-08,1e-08
physical_artworks,12748,1e-08,1e-08
placing,12748,0.276764042719,0.249206507608
planting,12748,1e-08,1e-08
point_of_dispute,12748,0.134747951256,0.229166666667
political_locales,12748,1e-08,1e-08
popularity,12748,1e-08,1e-08
posing_as,12748,0.0568300096104,0.0539215686275
possession,12748,0.272352358663,0.299578059072
possibility,12748,1e-08,1e-08
posture,12748,0.146663430908,0.135864661654
practice,12748,1e-08,1e-08
predicament,12748,0.0595722005291,0.047619047619
predicting,12748,0.159814603573,0.142857142857
preference,12748,0.173178680247,0.185714285714
presence,12748,1e-08,1e-08
preserving,12748,0.550465796388,0.461538461538
prevarication,12748,1e-08,1e-08
prevent_or_allow_possession,12748,0.52815253476,0.413654618474
preventing_or_letting,12748,0.479836171676,0.417522620468
probability,12748,1e-08,1e-08
process_continue,12748,0.592908420906,0.563874570447
process_end,12748,1e-08,1e-08
process_resume,12748,1e-08,1e-08
process_start,12748,1e-08,1e-08
process_stop,12748,0.242352274298,0.285714285714
processing_materials,12748,0.0564443823985,0.0984848484848
product_line,12748,1e-08,1e-08
progression,12748,0.473363798123,0.404486111111
prohibiting_or_licensing,12748,0.445422535555,0.427134646962
project,12748,0.11113713936,0.118849206349
proliferating_in_number,12748,0.587819147045,0.504716981132
prominence,12748,1e-08,1e-08
proper_reference,12748,1e-08,1e-08
protecting,12748,0.642991055557,0.585185185185
protest,12748,1e-08,1e-08
provide_lodging,12748,1e-08,1e-08
public_services,12748,1e-08,1e-08
publishing,12748,0.131830940126,0.142857142857
purpose,12748,0.538488441795,0.37554552295
quantified_mass,12748,1e-08,1e-08
quantity,12748,0.18531717471,0.150103315488
quarreling,12748,0.600288126873,0.529069767442
questioning,12748,0.0331771056235,0.0714285714286
quitting,12748,0.410152255456,0.296159936659
quitting_a_place,12748,0.0408684289595,0.0769230769231
race_descriptor,12748,1e-08,1e-08
range,12748,0.63668353168,0.533785822021
ranked_expectation,12748,1e-08,1e-08
rashness,12748,1e-08,1e-08
ratification,12748,1e-08,1e-08
reason,12748,0.0848362342037,0.0619469026549
reasoning,12748,0.236959432052,0.224021879022
rebellion,12748,1e-08,1e-08
receiving,12748,0.836555344303,0.756417910448
recording,12748,0.158373781259,0.188333333333
records,12748,1e-08,1e-08
recovery,12748,1e-08,1e-08
redirecting,12748,0.161788995166,0.142857142857
reference_text,12748,1e-08,1e-08
referring_by_name,12748,0.0952550678082,0.119841269841
reforming_a_system,12748,0.920116230366,0.857142857143
regard,12748,0.384655830245,0.321228188322
rejuvenation,12748,0.567672272,0.524749373434
relating_concepts,12748,0.627674638789,0.493977864583
relational_natural_features,12748,1e-08,1e-08
relational_political_locales,12748,1e-08,1e-08
relational_quantity,12748,1e-08,1e-08
relative_time,12748,0.589921886225,0.532490974729
reliance,12748,0.739535573016,0.61355475763
religious_belief,12748,0.274113037548,0.233140655106
remainder,12748,0.452541871048,0.435811605891
remembering_experience,12748,0.31100597726,0.2628591521
remembering_information,12748,0.430213803792,0.267080745342
remembering_to_do,12748,0.113644985568,0.113043478261
removing,12748,0.539874666653,0.414665815241
renting,12748,0.469070276095,0.357142857143
renting_out,12748,1e-08,1e-08
renunciation,12748,0.748104788023,0.571428571429
reparation,12748,0.0624515936446,0.0714285714286
repayment,12748,1e-08,1e-08
repel,12748,0.397197609072,0.357142857143
